,d,t,n,s,ds,c_spcg,z,h_beam,h_clip,d_end
1518,1.0,7.0,7,2.5,True,0.625,9602.406052480505,23.0,18.0,1.5
1519,1.0,7.0,7,2.5,False,0.625,4801.203026240252,23.0,18.0,1.5
1520,1.0,7.0,7,3.0,True,0.75,11522.887262976605,26.0,21.0,1.5
1521,1.0,7.0,7,3.0,False,0.75,5761.443631488302,26.0,21.0,1.5
1522,1.0,7.0,7,4.0,True,1.0,15363.849683968807,32.0,27.0,1.5
1523,1.0,7.0,7,4.0,False,1.0,7681.924841984403,32.0,27.0,1.5
1524,1.0,7.0,8,2.5,True,0.625,10974.178345692006,25.5,20.5,1.5
1525,1.0,7.0,8,2.5,False,0.625,5487.089172846003,25.5,20.5,1.5
1526,1.0,7.0,8,3.0,True,0.75,13169.014014830405,29.0,24.0,1.5
1527,1.0,7.0,8,3.0,False,0.75,6584.507007415203,29.0,24.0,1.5
1528,1.0,7.0,8,4.0,True,1.0,17558.68535310721,36.0,31.0,1.5
1529,1.0,7.0,8,4.0,False,1.0,8779.342676553604,36.0,31.0,1.5
1530,1.0,7.0,9,2.5,True,0.625,12345.950638903505,28.0,23.0,1.5
1531,1.0,7.0,9,2.5,False,0.625,6172.9753194517525,28.0,23.0,1.5
1532,1.0,7.0,9,3.0,True,0.75,14815.140766684208,32.0,27.0,1.5
1533,1.0,7.0,9,3.0,False,0.75,7407.570383342104,32.0,27.0,1.5
1534,1.0,7.0,9,4.0,True,1.0,19753.521022245608,40.0,35.0,1.5
1535,1.0,7.0,9,4.0,False,1.0,9876.760511122804,40.0,35.0,1.5
