,d,t,n,s,ds,c_spcg,z,h_beam,h_clip,d_end
897,0.875,3.0,7,3.0,False,0.8571428571428571,3333.7641628126125,25.0,21.0,1.3125
898,0.875,3.0,7,4.0,True,1.0,7408.427643521853,31.0,27.0,1.3125
899,0.875,3.0,7,4.0,False,1.0,3889.3915232813815,31.0,27.0,1.3125
900,0.875,3.0,8,2.5,True,0.7142857142857143,6047.696035528043,24.5,20.5,1.3125
901,0.875,3.0,8,2.5,False,0.7142857142857143,3175.0134883929645,24.5,20.5,1.3125
902,0.875,3.0,8,3.0,True,0.8571428571428571,7257.235242633651,28.0,24.0,1.3125
903,0.875,3.0,8,3.0,False,0.8571428571428571,3810.016186071557,28.0,24.0,1.3125
904,0.875,3.0,8,4.0,True,1.0,8466.77444973926,35.0,31.0,1.3125
905,0.875,3.0,8,4.0,False,1.0,4445.01888375015,35.0,31.0,1.3125
906,0.875,3.0,9,2.5,True,0.7142857142857143,6803.658039969048,27.0,23.0,1.3125
907,0.875,3.0,9,2.5,False,0.7142857142857143,3571.890174442085,27.0,23.0,1.3125
908,0.875,3.0,9,3.0,True,0.8571428571428571,8164.3896479628565,31.0,27.0,1.3125
909,0.875,3.0,9,3.0,False,0.8571428571428571,4286.268209330501,31.0,27.0,1.3125
910,0.875,3.0,9,4.0,True,1.0,9525.121255956667,39.0,35.0,1.3125
911,0.875,3.0,9,4.0,False,1.0,5000.646244218919,39.0,35.0,1.3125
912,0.875,3.5,2,2.5,True,0.7142857142857143,1763.911343695679,9.5,5.5,1.3125
913,0.875,3.5,2,2.5,False,0.7142857142857143,890.6469791247573,9.5,5.5,1.3125
914,0.875,3.5,2,3.0,True,0.8571428571428571,2116.693612434815,10.0,6.0,1.3125
915,0.875,3.5,2,3.0,False,0.8571428571428571,1068.7763749497087,10.0,6.0,1.3125
916,0.875,3.5,2,4.0,True,1.0,2469.4758811739507,11.0,7.0,1.3125
917,0.875,3.5,2,4.0,False,1.0,1246.9057707746601,11.0,7.0,1.3125
918,0.875,3.5,3,2.5,True,0.7142857142857143,2645.8670155435184,12.0,8.0,1.3125
919,0.875,3.5,3,2.5,False,0.7142857142857143,1335.9704686871357,12.0,8.0,1.3125
920,0.875,3.5,3,3.0,True,0.8571428571428571,3175.040418652222,13.0,9.0,1.3125
921,0.875,3.5,3,3.0,False,0.8571428571428571,1603.164562424563,13.0,9.0,1.3125
922,0.875,3.5,3,4.0,True,1.0,3704.2138217609263,15.0,11.0,1.3125
923,0.875,3.5,3,4.0,False,1.0,1870.3586561619902,15.0,11.0,1.3125
924,0.875,3.5,4,2.5,True,0.7142857142857143,3527.822687391358,14.5,10.5,1.3125
925,0.875,3.5,4,2.5,False,0.7142857142857143,1781.2939582495146,14.5,10.5,1.3125
926,0.875,3.5,4,3.0,True,0.8571428571428571,4233.38722486963,16.0,12.0,1.3125
927,0.875,3.5,4,3.0,False,0.8571428571428571,2137.5527498994174,16.0,12.0,1.3125
928,0.875,3.5,4,4.0,True,1.0,4938.951762347901,19.0,15.0,1.3125
929,0.875,3.5,4,4.0,False,1.0,2493.8115415493203,19.0,15.0,1.3125
930,0.875,3.5,5,2.5,True,0.7142857142857143,4409.778359239198,17.0,13.0,1.3125
931,0.875,3.5,5,2.5,False,0.7142857142857143,2226.6174478118933,17.0,13.0,1.3125
932,0.875,3.5,5,3.0,True,0.8571428571428571,5291.734031087037,19.0,15.0,1.3125
933,0.875,3.5,5,3.0,False,0.8571428571428571,2671.9409373742715,19.0,15.0,1.3125
934,0.875,3.5,5,4.0,True,1.0,6173.689702934877,23.0,19.0,1.3125
935,0.875,3.5,5,4.0,False,1.0,3117.26442693665,23.0,19.0,1.3125
936,0.875,3.5,6,2.5,True,0.7142857142857143,5291.734031087037,19.5,15.5,1.3125
937,0.875,3.5,6,2.5,False,0.7142857142857143,2671.9409373742715,19.5,15.5,1.3125
938,0.875,3.5,6,3.0,True,0.8571428571428571,6350.080837304444,22.0,18.0,1.3125
939,0.875,3.5,6,3.0,False,0.8571428571428571,3206.329124849126,22.0,18.0,1.3125
940,0.875,3.5,6,4.0,True,1.0,7408.427643521853,27.0,23.0,1.3125
941,0.875,3.5,6,4.0,False,1.0,3740.7173123239804,27.0,23.0,1.3125
942,0.875,3.5,7,2.5,True,0.7142857142857143,6173.689702934877,22.0,18.0,1.3125
943,0.875,3.5,7,2.5,False,0.7142857142857143,3117.26442693665,22.0,18.0,1.3125
944,0.875,3.5,7,3.0,True,0.8571428571428571,7408.427643521853,25.0,21.0,1.3125
945,0.875,3.5,7,3.0,False,0.8571428571428571,3740.7173123239804,25.0,21.0,1.3125
946,0.875,3.5,7,4.0,True,1.0,8643.165584108827,31.0,27.0,1.3125
947,0.875,3.5,7,4.0,False,1.0,4364.170197711311,31.0,27.0,1.3125
948,0.875,3.5,8,2.5,True,0.7142857142857143,7055.645374782716,24.5,20.5,1.3125
949,0.875,3.5,8,2.5,False,0.7142857142857143,3562.5879164990292,24.5,20.5,1.3125
950,0.875,3.5,8,3.0,True,0.8571428571428571,8466.77444973926,28.0,24.0,1.3125
951,0.875,3.5,8,3.0,False,0.8571428571428571,4275.105499798835,28.0,24.0,1.3125
952,0.875,3.5,8,4.0,True,1.0,9877.903524695803,35.0,31.0,1.3125
953,0.875,3.5,8,4.0,False,1.0,4987.623083098641,35.0,31.0,1.3125
954,0.875,3.5,9,2.5,True,0.7142857142857143,7937.601046630556,27.0,23.0,1.3125
955,0.875,3.5,9,2.5,False,0.7142857142857143,4007.911406061408,27.0,23.0,1.3125
956,0.875,3.5,9,3.0,True,0.8571428571428571,9525.121255956667,31.0,27.0,1.3125
957,0.875,3.5,9,3.0,False,0.8571428571428571,4809.493687273689,31.0,27.0,1.3125
958,0.875,3.5,9,4.0,True,1.0,11112.641465282779,39.0,35.0,1.3125
959,0.875,3.5,9,4.0,False,1.0,5611.07596848597,39.0,35.0,1.3125
960,0.875,5.125,2,2.5,True,0.7142857142857143,2524.6011636694707,9.5,5.5,1.3125
961,0.875,5.125,2,2.5,False,0.7142857142857143,1229.0367405511222,9.5,5.5,1.3125
962,0.875,5.125,2,3.0,True,0.8571428571428571,3029.521396403364,10.0,6.0,1.3125
963,0.875,5.125,2,3.0,False,0.8571428571428571,1474.8440886613466,10.0,6.0,1.3125
964,0.875,5.125,2,4.0,True,1.0,3534.4416291372586,11.0,7.0,1.3125
965,0.875,5.125,2,4.0,False,1.0,1720.651436771571,11.0,7.0,1.3125
966,0.875,5.125,3,2.5,True,0.7142857142857143,3786.9017455042053,12.0,8.0,1.3125
967,0.875,5.125,3,2.5,False,0.7142857142857143,1843.5551108266832,12.0,8.0,1.3125
968,0.875,5.125,3,3.0,True,0.8571428571428571,4544.282094605046,13.0,9.0,1.3125
969,0.875,5.125,3,3.0,False,0.8571428571428571,2212.2661329920197,13.0,9.0,1.3125
970,0.875,5.125,3,4.0,True,1.0,5301.662443705888,15.0,11.0,1.3125
971,0.875,5.125,3,4.0,False,1.0,2580.9771551573567,15.0,11.0,1.3125
972,0.875,5.125,4,2.5,True,0.7142857142857143,5049.202327338941,14.5,10.5,1.3125
973,0.875,5.125,4,2.5,False,0.7142857142857143,2458.0734811022444,14.5,10.5,1.3125
974,0.875,5.125,4,3.0,True,0.8571428571428571,6059.042792806728,16.0,12.0,1.3125
975,0.875,5.125,4,3.0,False,0.8571428571428571,2949.6881773226933,16.0,12.0,1.3125
976,0.875,5.125,4,4.0,True,1.0,7068.883258274517,19.0,15.0,1.3125
977,0.875,5.125,4,4.0,False,1.0,3441.302873543142,19.0,15.0,1.3125
978,0.875,5.125,5,2.5,True,0.7142857142857143,6311.502909173676,17.0,13.0,1.3125
979,0.875,5.125,5,2.5,False,0.7142857142857143,3072.5918513778056,17.0,13.0,1.3125
980,0.875,5.125,5,3.0,True,0.8571428571428571,7573.803491008411,19.0,15.0,1.3125
981,0.875,5.125,5,3.0,False,0.8571428571428571,3687.1102216533664,19.0,15.0,1.3125
982,0.875,5.125,5,4.0,True,1.0,8836.104072843147,23.0,19.0,1.3125
983,0.875,5.125,5,4.0,False,1.0,4301.628591928928,23.0,19.0,1.3125
984,0.875,5.125,6,2.5,True,0.7142857142857143,7573.803491008411,19.5,15.5,1.3125
985,0.875,5.125,6,2.5,False,0.7142857142857143,3687.1102216533664,19.5,15.5,1.3125
986,0.875,5.125,6,3.0,True,0.8571428571428571,9088.564189210092,22.0,18.0,1.3125
987,0.875,5.125,6,3.0,False,0.8571428571428571,4424.532265984039,22.0,18.0,1.3125
988,0.875,5.125,6,4.0,True,1.0,10603.324887411776,27.0,23.0,1.3125
989,0.875,5.125,6,4.0,False,1.0,5161.954310314713,27.0,23.0,1.3125
990,0.875,5.125,7,2.5,True,0.7142857142857143,8836.104072843147,22.0,18.0,1.3125
991,0.875,5.125,7,2.5,False,0.7142857142857143,4301.628591928928,22.0,18.0,1.3125
992,0.875,5.125,7,3.0,True,0.8571428571428571,10603.324887411776,25.0,21.0,1.3125
993,0.875,5.125,7,3.0,False,0.8571428571428571,5161.954310314713,25.0,21.0,1.3125
994,0.875,5.125,7,4.0,True,1.0,12370.545701980405,31.0,27.0,1.3125
995,0.875,5.125,7,4.0,False,1.0,6022.280028700498,31.0,27.0,1.3125
996,0.875,5.125,8,2.5,True,0.7142857142857143,10098.404654677883,24.5,20.5,1.3125
997,0.875,5.125,8,2.5,False,0.7142857142857143,4916.146962204489,24.5,20.5,1.3125
998,0.875,5.125,8,3.0,True,0.8571428571428571,12118.085585613457,28.0,24.0,1.3125
999,0.875,5.125,8,3.0,False,0.8571428571428571,5899.3763546453865,28.0,24.0,1.3125
1000,0.875,5.125,8,4.0,True,1.0,14137.766516549034,35.0,31.0,1.3125
1001,0.875,5.125,8,4.0,False,1.0,6882.605747086284,35.0,31.0,1.3125
1002,0.875,5.125,9,2.5,True,0.7142857142857143,11360.705236512616,27.0,23.0,1.3125
1003,0.875,5.125,9,2.5,False,0.7142857142857143,5530.66533248005,27.0,23.0,1.3125
1004,0.875,5.125,9,3.0,True,0.8571428571428571,13632.846283815139,31.0,27.0,1.3125
1005,0.875,5.125,9,3.0,False,0.8571428571428571,6636.79839897606,31.0,27.0,1.3125
1006,0.875,5.125,9,4.0,True,1.0,15904.987331117663,39.0,35.0,1.3125
1007,0.875,5.125,9,4.0,False,1.0,7742.93146547207,39.0,35.0,1.3125
1008,0.875,5.25,2,2.5,True,0.7142857142857143,2524.6011636694707,9.5,5.5,1.3125
1009,0.875,5.25,2,2.5,False,0.7142857142857143,1255.9627365063855,9.5,5.5,1.3125
1010,0.875,5.25,2,3.0,True,0.8571428571428571,3029.521396403364,10.0,6.0,1.3125
1011,0.875,5.25,2,3.0,False,0.8571428571428571,1507.1552838076623,10.0,6.0,1.3125
1012,0.875,5.25,2,4.0,True,1.0,3534.4416291372586,11.0,7.0,1.3125
1013,0.875,5.25,2,4.0,False,1.0,1758.3478311089395,11.0,7.0,1.3125
1014,0.875,5.25,3,2.5,True,0.7142857142857143,3786.9017455042053,12.0,8.0,1.3125
1015,0.875,5.25,3,2.5,False,0.7142857142857143,1883.944104759578,12.0,8.0,1.3125
1016,0.875,5.25,3,3.0,True,0.8571428571428571,4544.282094605046,13.0,9.0,1.3125
1017,0.875,5.25,3,3.0,False,0.8571428571428571,2260.7329257114934,13.0,9.0,1.3125
1018,0.875,5.25,3,4.0,True,1.0,5301.662443705888,15.0,11.0,1.3125
1019,0.875,5.25,3,4.0,False,1.0,2637.5217466634094,15.0,11.0,1.3125
1020,0.875,5.25,4,2.5,True,0.7142857142857143,5049.202327338941,14.5,10.5,1.3125
1021,0.875,5.25,4,2.5,False,0.7142857142857143,2511.925473012771,14.5,10.5,1.3125
1022,0.875,5.25,4,3.0,True,0.8571428571428571,6059.042792806728,16.0,12.0,1.3125
1023,0.875,5.25,4,3.0,False,0.8571428571428571,3014.3105676153245,16.0,12.0,1.3125
1024,0.875,5.25,4,4.0,True,1.0,7068.883258274517,19.0,15.0,1.3125
1025,0.875,5.25,4,4.0,False,1.0,3516.695662217879,19.0,15.0,1.3125
1026,0.875,5.25,5,2.5,True,0.7142857142857143,6311.502909173676,17.0,13.0,1.3125
1027,0.875,5.25,5,2.5,False,0.7142857142857143,3139.9068412659635,17.0,13.0,1.3125
1028,0.875,5.25,5,3.0,True,0.8571428571428571,7573.803491008411,19.0,15.0,1.3125
1029,0.875,5.25,5,3.0,False,0.8571428571428571,3767.888209519156,19.0,15.0,1.3125
1030,0.875,5.25,5,4.0,True,1.0,8836.104072843147,23.0,19.0,1.3125
1031,0.875,5.25,5,4.0,False,1.0,4395.869577772349,23.0,19.0,1.3125
1032,0.875,5.25,6,2.5,True,0.7142857142857143,7573.803491008411,19.5,15.5,1.3125
1033,0.875,5.25,6,2.5,False,0.7142857142857143,3767.888209519156,19.5,15.5,1.3125
1034,0.875,5.25,6,3.0,True,0.8571428571428571,9088.564189210092,22.0,18.0,1.3125
1035,0.875,5.25,6,3.0,False,0.8571428571428571,4521.465851422987,22.0,18.0,1.3125
1036,0.875,5.25,6,4.0,True,1.0,10603.324887411776,27.0,23.0,1.3125
1037,0.875,5.25,6,4.0,False,1.0,5275.043493326819,27.0,23.0,1.3125
1038,0.875,5.25,7,2.5,True,0.7142857142857143,8836.104072843147,22.0,18.0,1.3125
1039,0.875,5.25,7,2.5,False,0.7142857142857143,4395.869577772349,22.0,18.0,1.3125
1040,0.875,5.25,7,3.0,True,0.8571428571428571,10603.324887411776,25.0,21.0,1.3125
1041,0.875,5.25,7,3.0,False,0.8571428571428571,5275.043493326819,25.0,21.0,1.3125
1042,0.875,5.25,7,4.0,True,1.0,12370.545701980405,31.0,27.0,1.3125
1043,0.875,5.25,7,4.0,False,1.0,6154.217408881288,31.0,27.0,1.3125
1044,0.875,5.25,8,2.5,True,0.7142857142857143,10098.404654677883,24.5,20.5,1.3125
1045,0.875,5.25,8,2.5,False,0.7142857142857143,5023.850946025542,24.5,20.5,1.3125
1046,0.875,5.25,8,3.0,True,0.8571428571428571,12118.085585613457,28.0,24.0,1.3125
1047,0.875,5.25,8,3.0,False,0.8571428571428571,6028.621135230649,28.0,24.0,1.3125
1048,0.875,5.25,8,4.0,True,1.0,14137.766516549034,35.0,31.0,1.3125
1049,0.875,5.25,8,4.0,False,1.0,7033.391324435758,35.0,31.0,1.3125
1050,0.875,5.25,9,2.5,True,0.7142857142857143,11360.705236512616,27.0,23.0,1.3125
1051,0.875,5.25,9,2.5,False,0.7142857142857143,5651.832314278735,27.0,23.0,1.3125
1052,0.875,5.25,9,3.0,True,0.8571428571428571,13632.846283815139,31.0,27.0,1.3125
1053,0.875,5.25,9,3.0,False,0.8571428571428571,6782.19877713448,31.0,27.0,1.3125
1054,0.875,5.25,9,4.0,True,1.0,15904.987331117663,39.0,35.0,1.3125
1055,0.875,5.25,9,4.0,False,1.0,7912.565239990228,39.0,35.0,1.3125
1056,0.875,5.5,2,2.5,True,0.7142857142857143,2524.6011636694707,9.5,5.5,1.3125
1057,0.875,5.5,2,2.5,False,0.7142857142857143,1262.3005818347353,9.5,5.5,1.3125
1058,0.875,5.5,2,3.0,True,0.8571428571428571,3029.521396403364,10.0,6.0,1.3125
1059,0.875,5.5,2,3.0,False,0.8571428571428571,1514.760698201682,10.0,6.0,1.3125
1060,0.875,5.5,2,4.0,True,1.0,3534.4416291372586,11.0,7.0,1.3125
1061,0.875,5.5,2,4.0,False,1.0,1767.2208145686293,11.0,7.0,1.3125
1062,0.875,5.5,3,2.5,True,0.7142857142857143,3786.9017455042053,12.0,8.0,1.3125
1063,0.875,5.5,3,2.5,False,0.7142857142857143,1893.4508727521027,12.0,8.0,1.3125
1064,0.875,5.5,3,3.0,True,0.8571428571428571,4544.282094605046,13.0,9.0,1.3125
1065,0.875,5.5,3,3.0,False,0.8571428571428571,2272.141047302523,13.0,9.0,1.3125
1066,0.875,5.5,3,4.0,True,1.0,5301.662443705888,15.0,11.0,1.3125
1067,0.875,5.5,3,4.0,False,1.0,2650.831221852944,15.0,11.0,1.3125
1068,0.875,5.5,4,2.5,True,0.7142857142857143,5049.202327338941,14.5,10.5,1.3125
1069,0.875,5.5,4,2.5,False,0.7142857142857143,2524.6011636694707,14.5,10.5,1.3125
1070,0.875,5.5,4,3.0,True,0.8571428571428571,6059.042792806728,16.0,12.0,1.3125
1071,0.875,5.5,4,3.0,False,0.8571428571428571,3029.521396403364,16.0,12.0,1.3125
1072,0.875,5.5,4,4.0,True,1.0,7068.883258274517,19.0,15.0,1.3125
1073,0.875,5.5,4,4.0,False,1.0,3534.4416291372586,19.0,15.0,1.3125
1074,0.875,5.5,5,2.5,True,0.7142857142857143,6311.502909173676,17.0,13.0,1.3125
1075,0.875,5.5,5,2.5,False,0.7142857142857143,3155.751454586838,17.0,13.0,1.3125
1076,0.875,5.5,5,3.0,True,0.8571428571428571,7573.803491008411,19.0,15.0,1.3125
1077,0.875,5.5,5,3.0,False,0.8571428571428571,3786.9017455042053,19.0,15.0,1.3125
1078,0.875,5.5,5,4.0,True,1.0,8836.104072843147,23.0,19.0,1.3125
1079,0.875,5.5,5,4.0,False,1.0,4418.052036421574,23.0,19.0,1.3125
1080,0.875,5.5,6,2.5,True,0.7142857142857143,7573.803491008411,19.5,15.5,1.3125
1081,0.875,5.5,6,2.5,False,0.7142857142857143,3786.9017455042053,19.5,15.5,1.3125
1082,0.875,5.5,6,3.0,True,0.8571428571428571,9088.564189210092,22.0,18.0,1.3125
1083,0.875,5.5,6,3.0,False,0.8571428571428571,4544.282094605046,22.0,18.0,1.3125
1084,0.875,5.5,6,4.0,True,1.0,10603.324887411776,27.0,23.0,1.3125
1085,0.875,5.5,6,4.0,False,1.0,5301.662443705888,27.0,23.0,1.3125
1086,0.875,5.5,7,2.5,True,0.7142857142857143,8836.104072843147,22.0,18.0,1.3125
1087,0.875,5.5,7,2.5,False,0.7142857142857143,4418.052036421574,22.0,18.0,1.3125
1088,0.875,5.5,7,3.0,True,0.8571428571428571,10603.324887411776,25.0,21.0,1.3125
1089,0.875,5.5,7,3.0,False,0.8571428571428571,5301.662443705888,25.0,21.0,1.3125
1090,0.875,5.5,7,4.0,True,1.0,12370.545701980405,31.0,27.0,1.3125
1091,0.875,5.5,7,4.0,False,1.0,6185.272850990203,31.0,27.0,1.3125
1092,0.875,5.5,8,2.5,True,0.7142857142857143,10098.404654677883,24.5,20.5,1.3125
1093,0.875,5.5,8,2.5,False,0.7142857142857143,5049.202327338941,24.5,20.5,1.3125
1094,0.875,5.5,8,3.0,True,0.8571428571428571,12118.085585613457,28.0,24.0,1.3125
1095,0.875,5.5,8,3.0,False,0.8571428571428571,6059.042792806728,28.0,24.0,1.3125
1096,0.875,5.5,8,4.0,True,1.0,14137.766516549034,35.0,31.0,1.3125
1097,0.875,5.5,8,4.0,False,1.0,7068.883258274517,35.0,31.0,1.3125
1098,0.875,5.5,9,2.5,True,0.7142857142857143,11360.705236512616,27.0,23.0,1.3125
1099,0.875,5.5,9,2.5,False,0.7142857142857143,5680.352618256308,27.0,23.0,1.3125
1100,0.875,5.5,9,3.0,True,0.8571428571428571,13632.846283815139,31.0,27.0,1.3125
1101,0.875,5.5,9,3.0,False,0.8571428571428571,6816.4231419075695,31.0,27.0,1.3125
1102,0.875,5.5,9,4.0,True,1.0,15904.987331117663,39.0,35.0,1.3125
1103,0.875,5.5,9,4.0,False,1.0,7952.493665558832,39.0,35.0,1.3125
1104,0.875,7.0,2,2.5,True,0.7142857142857143,2524.6011636694707,9.5,5.5,1.3125
1105,0.875,7.0,2,2.5,False,0.7142857142857143,1262.3005818347353,9.5,5.5,1.3125
1106,0.875,7.0,2,3.0,True,0.8571428571428571,3029.521396403364,10.0,6.0,1.3125
1107,0.875,7.0,2,3.0,False,0.8571428571428571,1514.760698201682,10.0,6.0,1.3125
1108,0.875,7.0,2,4.0,True,1.0,3534.4416291372586,11.0,7.0,1.3125
1109,0.875,7.0,2,4.0,False,1.0,1767.2208145686293,11.0,7.0,1.3125
1110,0.875,7.0,3,2.5,True,0.7142857142857143,3786.9017455042053,12.0,8.0,1.3125
1111,0.875,7.0,3,2.5,False,0.7142857142857143,1893.4508727521027,12.0,8.0,1.3125
1112,0.875,7.0,3,3.0,True,0.8571428571428571,4544.282094605046,13.0,9.0,1.3125
1113,0.875,7.0,3,3.0,False,0.8571428571428571,2272.141047302523,13.0,9.0,1.3125
1114,0.875,7.0,3,4.0,True,1.0,5301.662443705888,15.0,11.0,1.3125
1115,0.875,7.0,3,4.0,False,1.0,2650.831221852944,15.0,11.0,1.3125
1116,0.875,7.0,4,2.5,True,0.7142857142857143,5049.202327338941,14.5,10.5,1.3125
1117,0.875,7.0,4,2.5,False,0.7142857142857143,2524.6011636694707,14.5,10.5,1.3125
1118,0.875,7.0,4,3.0,True,0.8571428571428571,6059.042792806728,16.0,12.0,1.3125
1119,0.875,7.0,4,3.0,False,0.8571428571428571,3029.521396403364,16.0,12.0,1.3125
1120,0.875,7.0,4,4.0,True,1.0,7068.883258274517,19.0,15.0,1.3125
1121,0.875,7.0,4,4.0,False,1.0,3534.4416291372586,19.0,15.0,1.3125
1122,0.875,7.0,5,2.5,True,0.7142857142857143,6311.502909173676,17.0,13.0,1.3125
1123,0.875,7.0,5,2.5,False,0.7142857142857143,3155.751454586838,17.0,13.0,1.3125
1124,0.875,7.0,5,3.0,True,0.8571428571428571,7573.803491008411,19.0,15.0,1.3125
1125,0.875,7.0,5,3.0,False,0.8571428571428571,3786.9017455042053,19.0,15.0,1.3125
1126,0.875,7.0,5,4.0,True,1.0,8836.104072843147,23.0,19.0,1.3125
1127,0.875,7.0,5,4.0,False,1.0,4418.052036421574,23.0,19.0,1.3125
1128,0.875,7.0,6,2.5,True,0.7142857142857143,7573.803491008411,19.5,15.5,1.3125
1129,0.875,7.0,6,2.5,False,0.7142857142857143,3786.9017455042053,19.5,15.5,1.3125
1130,0.875,7.0,6,3.0,True,0.8571428571428571,9088.564189210092,22.0,18.0,1.3125
1131,0.875,7.0,6,3.0,False,0.8571428571428571,4544.282094605046,22.0,18.0,1.3125
1132,0.875,7.0,6,4.0,True,1.0,10603.324887411776,27.0,23.0,1.3125
1133,0.875,7.0,6,4.0,False,1.0,5301.662443705888,27.0,23.0,1.3125
1134,0.875,7.0,7,2.5,True,0.7142857142857143,8836.104072843147,22.0,18.0,1.3125
1135,0.875,7.0,7,2.5,False,0.7142857142857143,4418.052036421574,22.0,18.0,1.3125
1136,0.875,7.0,7,3.0,True,0.8571428571428571,10603.324887411776,25.0,21.0,1.3125
1137,0.875,7.0,7,3.0,False,0.8571428571428571,5301.662443705888,25.0,21.0,1.3125
1138,0.875,7.0,7,4.0,True,1.0,12370.545701980405,31.0,27.0,1.3125
1139,0.875,7.0,7,4.0,False,1.0,6185.272850990203,31.0,27.0,1.3125
1140,0.875,7.0,8,2.5,True,0.7142857142857143,10098.404654677883,24.5,20.5,1.3125
1141,0.875,7.0,8,2.5,False,0.7142857142857143,5049.202327338941,24.5,20.5,1.3125
1142,0.875,7.0,8,3.0,True,0.8571428571428571,12118.085585613457,28.0,24.0,1.3125
1143,0.875,7.0,8,3.0,False,0.8571428571428571,6059.042792806728,28.0,24.0,1.3125
1144,0.875,7.0,8,4.0,True,1.0,14137.766516549034,35.0,31.0,1.3125
1145,0.875,7.0,8,4.0,False,1.0,7068.883258274517,35.0,31.0,1.3125
1146,0.875,7.0,9,2.5,True,0.7142857142857143,11360.705236512616,27.0,23.0,1.3125
1147,0.875,7.0,9,2.5,False,0.7142857142857143,5680.352618256308,27.0,23.0,1.3125
1148,0.875,7.0,9,3.0,True,0.8571428571428571,13632.846283815139,31.0,27.0,1.3125
1149,0.875,7.0,9,3.0,False,0.8571428571428571,6816.4231419075695,31.0,27.0,1.3125
1150,0.875,7.0,9,4.0,True,1.0,15904.987331117663,39.0,35.0,1.3125
1151,0.875,7.0,9,4.0,False,1.0,7952.493665558832,39.0,35.0,1.3125
1152,1.0,1.5,2,2.5,True,0.625,709.1710842414623,10.5,5.5,1.5
1153,1.0,1.5,2,2.5,False,0.625,540.3440915867698,10.5,5.5,1.5
1154,1.0,1.5,2,3.0,True,0.75,851.0053010897547,11.0,6.0,1.5
1155,1.0,1.5,2,3.0,False,0.75,648.4129099041238,11.0,6.0,1.5
1156,1.0,1.5,2,4.0,True,1.0,1134.6737347863395,12.0,7.0,1.5
1157,1.0,1.5,2,4.0,False,1.0,864.5505465388317,12.0,7.0,1.5
1158,1.0,1.5,3,2.5,True,0.625,1063.7566263621934,13.0,8.0,1.5
1159,1.0,1.5,3,2.5,False,0.625,810.5161373801546,13.0,8.0,1.5
1160,1.0,1.5,3,3.0,True,0.75,1276.507951634632,14.0,9.0,1.5
1161,1.0,1.5,3,3.0,False,0.75,972.6193648561856,14.0,9.0,1.5
1162,1.0,1.5,3,4.0,True,1.0,1702.0106021795093,16.0,11.0,1.5
1163,1.0,1.5,3,4.0,False,1.0,1296.8258198082476,16.0,11.0,1.5
1164,1.0,1.5,4,2.5,True,0.625,1418.3421684829245,15.5,10.5,1.5
1165,1.0,1.5,4,2.5,False,0.625,1080.6881831735395,15.5,10.5,1.5
1166,1.0,1.5,4,3.0,True,0.75,1702.0106021795093,17.0,12.0,1.5
1167,1.0,1.5,4,3.0,False,0.75,1296.8258198082476,17.0,12.0,1.5
1168,1.0,1.5,4,4.0,True,1.0,2269.347469572679,20.0,15.0,1.5
1169,1.0,1.5,4,4.0,False,1.0,1729.1010930776633,20.0,15.0,1.5
1170,1.0,1.5,5,2.5,True,0.625,1772.9277106036554,18.0,13.0,1.5
1171,1.0,1.5,5,2.5,False,0.625,1350.8602289669245,18.0,13.0,1.5
1172,1.0,1.5,5,3.0,True,0.75,2127.513252724387,20.0,15.0,1.5
1173,1.0,1.5,5,3.0,False,0.75,1621.0322747603093,20.0,15.0,1.5
1174,1.0,1.5,5,4.0,True,1.0,2836.684336965849,24.0,19.0,1.5
1175,1.0,1.5,5,4.0,False,1.0,2161.376366347079,24.0,19.0,1.5
1176,1.0,1.5,6,2.5,True,0.625,2127.513252724387,20.5,15.5,1.5
1177,1.0,1.5,6,2.5,False,0.625,1621.0322747603093,20.5,15.5,1.5
1178,1.0,1.5,6,3.0,True,0.75,2553.015903269264,23.0,18.0,1.5
1179,1.0,1.5,6,3.0,False,0.75,1945.2387297123712,23.0,18.0,1.5
1180,1.0,1.5,6,4.0,True,1.0,3404.0212043590186,28.0,23.0,1.5
1181,1.0,1.5,6,4.0,False,1.0,2593.6516396164952,28.0,23.0,1.5
1182,1.0,1.5,7,2.5,True,0.625,2482.098794845118,23.0,18.0,1.5
1183,1.0,1.5,7,2.5,False,0.625,1891.2043205536943,23.0,18.0,1.5
1184,1.0,1.5,7,3.0,True,0.75,2978.5185538141413,26.0,21.0,1.5
1185,1.0,1.5,7,3.0,False,0.75,2269.4451846644333,26.0,21.0,1.5
1186,1.0,1.5,7,4.0,True,1.0,3971.358071752188,32.0,27.0,1.5
1187,1.0,1.5,7,4.0,False,1.0,3025.926912885911,32.0,27.0,1.5
1188,1.0,1.5,8,2.5,True,0.625,2836.684336965849,25.5,20.5,1.5
1189,1.0,1.5,8,2.5,False,0.625,2161.376366347079,25.5,20.5,1.5
1190,1.0,1.5,8,3.0,True,0.75,3404.0212043590186,29.0,24.0,1.5
1191,1.0,1.5,8,3.0,False,0.75,2593.6516396164952,29.0,24.0,1.5
1192,1.0,1.5,8,4.0,True,1.0,4538.694939145358,36.0,31.0,1.5
1193,1.0,1.5,8,4.0,False,1.0,3458.2021861553267,36.0,31.0,1.5
1194,1.0,1.5,9,2.5,True,0.625,3191.2698790865797,28.0,23.0,1.5
1195,1.0,1.5,9,2.5,False,0.625,2431.5484121404643,28.0,23.0,1.5
